Name,Duplicate,Founding_Year,Location,Description,Portfolio,Investments,Lead_Investments,Article_Mentions,Exits,Exits_IPO,IRR,TVPI,DPI,RVPI,Contributed,Distributed,Distributed_NAV,Fund_NAV,Gain_Since_Inception,Employees,Founders,Industries,Last_Updated,Funding_Rounds,Fund_Status,Fund_Name,Last_Funding,Total_Funding,Website,Crunchbase,holistic
"Alara Capital, Guggenheim Partners",,0,"Chicago, IL",,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Guggenheim Technology Ventures II,,0,,,0.7000000000000001
Bioeconomy Capital,Duplicate,0,"Seattle, WA",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Upcoming,Bioeconomy Fund 2,,0,,,0.2
Corsa Ventures,Duplicate,2014,"Austin, TX",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Corsa GRVT I,"Jan 1, 2014",950000,,,95201.5
DEFTA Partners,,0,"San Francisco, CA",,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Evergreen,Defta Healthcare Technologies,,62630000,,,6263000.4
B37 Ventures,,2014,"San Francisco, CA",,0,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Bridge 37 Fund I,"Jan 1, 2014",8000000,,,800202.5
Coplex Ventures,,2017,"Phoenix, AZ",,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Coplex Ventures Accelerator Fund I,"Dec 31, 2017",0,,,202.20000000000002
Cantos Ventures,Duplicate,2018,"San Francisco, CA",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Cantos Ventures II,"Dec 31, 2018",0,,,202.0
Firebrand Ventures,,2016,"Kansas City, Missouri, United States",Firebrand Ventures combine a vast network and deep experience with startup hustle to invest in exceptional early stage software startups.,21,25,0,11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,John Fein,Venture Capital,0,0,,,,0,http://www.firebrandvc.com/,https://www.crunchbase.com/organization/firebrand-ventures,207.4
Expansive Ventures,Duplicate,2014,"Mountain View, California, United States",Expansive Ventures is a venture capital firm specialized in seed and early-stage investments.,1,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Finance,0,0,,,,0,http://expansive.vc,https://www.crunchbase.com/organization/expansive-ventures-2,201.99999999999997
Excel Capital Management,,2012,"New York, New York, United States",Institutional Businesses Funding,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov-50,,,0,0,,,,0,http://www.excelcapmanagement.com,https://www.crunchbase.com/organization/excel-capital-management,201.20000000000002
eLab Ventures,Duplicate,2018,"Ann Arbor, MI",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,eLab Capital Partners II,"Dec 31, 2018",0,,,201.9
Allegheny Innovation Capital Fund,,2016,"State College, PA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Allegheny Innovation Capital Fund I,"Dec 31, 2016",250000,,,25201.6
Cofounders Capital,Duplicate,2015,"Cary, North Carolina, United States",Cofounders Capital is an early stage seed fund focused on software ventures in the Triangle.,25,31,19,10,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,David Gardner,Financial Services,0,0,,,,0,http://cofounderscapital.com/,https://www.crunchbase.com/organization/cofounders-capital,210.2
Dynamo,,2016,"Chattanooga, Tennessee, United States",Dynamo invests in extraordinary founders building technology businesses in supply chain and mobility.,26,37,14,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Allan Davis, Barry Large, Santosh Sankar, Ted Alling","Automotive, Autonomous Vehicles, Logistics, Robotics, Supply Chain Management, Transportation",0,0,,,,0,http://dynamo.vc,https://www.crunchbase.com/organization/dynamovc,210.1
Branded Hospitality Ventures,,2019,"New York, New York, United States","Branded Hospitality Ventures is a micro venture fund focused on hospitality technology, emerging concepts and unique F&B.",8,9,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov-50,"Dean Palin, James Frischling, Michael Schatzberg","Hospitality, Venture Capital",0,0,,,,0,http://brandedventures.co,https://www.crunchbase.com/organization/branded-hospitality-ventures,203.70000000000002
Casa Verde Capital,Duplicate,2015,"Los Angeles, California, United States",Casa Verde Capital is a venture capital firm specialized in seed investments.,15,20,11,24,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Evan Eneman, Snoop Dogg","Angel Investment, Finance, Venture Capital",0,0,,,,0,http://www.casaverdecapital.com/,https://www.crunchbase.com/organization/casa-verde-capital,208.6
Devon Park Bioventures,,2016,"Wayne, PA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Fully Invested,Devon Park Bioventures II,"Dec 31, 2016",0,,,201.60000000000002
Co=Creation=Capital,,2014,"Menlo Park, California, United States",Build cool technologies and services that are spectacularly financially successful.,6,7,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Ashok Jain, Sean Foote",Financial Services,0,0,,,,0,http://www.cocreationcapital.com/,https://www.crunchbase.com/organization/co-creation-capital,202.79999999999998
FireStarter Fund,,2012,"Chicago, Illinois, United States","FireStarter Fund is a self-managed investment fund focused on digital media and marketing, SaaS, and e-commerce companies.",13,17,0,13,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov-50,,Finance,0,0,,,,0,http://www.firestarterfund.com,https://www.crunchbase.com/organization/firestarter-fund,206.00000000000003
Boulder Investment Group Reprise,Duplicate,2013,"Boulder, CO",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Boulder Brands Investment Group Fund,"Jan 1, 2013",0,,,201.4
Fitz Gate Ventures,,2017,"Princeton, NJ",,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Fitz Gate Ventures,"Jul 1, 2017",10000000,,,1000202.6
Finaventures,,2017,"Beverly Hills, CA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Finafund III,"Dec 31, 2017",20040000,,,2004201.7
Flying Fish Partners,,2017,"Seattle, WA",,0,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Flying Fish Fund I,"Apr 6, 2019",36000000,,,3600203.0
"Archimede Ventures, Inc.",,2010,"Boston, Massachusetts, United States","Archimede Ventures, Inc. is a diversified holding company that creates, invests, operates, manages or advises privately-held companies.",1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,,0,0,,,,0,http://www.archimede.co,https://www.crunchbase.com/organization/archimede-ventures-inc,201.39999999999998
Digital Entertainment Ventures (DEV),,2012,"New York, New York, United States",DEV fuels the companies that transform media and entertainment.,22,22,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,"Digital Media, Mobile, Venture Capital",0,0,,,,0,http://devny.vc,https://www.crunchbase.com/organization/dev,205.79999999999998
FinTech Ventures Fund,,2015,"Atlanta, GA",,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Fintech Ventures Fund,"Dec 9, 2015",100000000,,,10000201.8
Cobre Capital,Duplicate,2013,"Scottsdale, Arizona, United States","Cobre Capital is an early-stage investor, making pre-seed, seed, and post-seed investments in software and technology companies.",21,27,1,11,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"David Holthe, Jeffrey Pruitt, Nathan Mortensen","Finance, Financial Services, Venture Capital",0,0,,,,0,https://www.cobre.vc,https://www.crunchbase.com/organization/tallwave-capital-llc,207.49999999999997
"Acquire Investments, Bounce(Ohio), JumpStart",,0,"Akron, OH",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Akron Fusion Fund,,20000000,,,2000000.0
AAF Management Ltd.,,2016,"Washington, District of Columbia, United States",AAF Management Ltd. is an early-stage VC firm,66,75,2,1,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Kyle Hendrick, Omar Darwazah","Financial Services, Health Care, Information Technology, Venture Capital",0,0,,,,0,http://www.arabangel.vc,https://www.crunchbase.com/organization/arabangel,216.7
Fathom Capital (San Francisco),Duplicate,0,"San Francisco, CA",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Fathom Capital,,52350000,,,5235000.0
BioAdvance,,0,"Radnor, PA",,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,BioAdvance,,50000000,,,5000000.4
Ag Startup Engine,,2017,"Ames, IA",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,The Ag Startup Engine Fund,"Dec 31, 2017",380000,,,38201.8
Elefund,,2015,"Palo Alto, California, United States","Elefund is a thesis-driven, micro venture capital focused on investments in early-stage technology companies.",19,23,1,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,,0,0,,,,0,http://elefund.com,https://www.crunchbase.com/organization/elefund,206.20000000000002
BBQ Capital,,2019,"San Francisco, California, United States",BBQ Capital is an early-stage venture capital company.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Nemke Kostic,,0,0,,,,0,http://www.bbq.capital,https://www.crunchbase.com/organization/bbq-capital,201.9
Amity Ventures,,2018,"San Francisco, CA",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Amity Ventures Partners,"Dec 31, 2018",48380000,,,4838201.9
Dragonfly Capital Partners (San Francisco),,2018,"San Francisco, CA",,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Dragonfly Ventures,"Oct 9, 2018",100000000,,,10000202.2
Dundee Venture Capital,,2010,"Omaha, Nebraska, United States","Dundee Venture Capital invests between $250,000-$1M in high-growth, early-stage technology companies in between the coasts.",41,63,19,53,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Mark Hasebroock,"E-Commerce, PaaS, SaaS, Venture Capital",0,0,,,,0,http://www.dundeeventurecapital.com,https://www.crunchbase.com/organization/dundee-venture-capital,219.40000000000003
Founder Equity,,2019,"Chicago, IL",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Founder Equity Fund I,"Dec 31, 2019",26600000,,,2660202.1
Akron BioInvestments Fund,Duplicate,2016,"Akron, OH",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Akron Bioinvestments Fund II,"Dec 31, 2016",330000,,,33201.6
Gagarin Capital Partners,,2016,"Los Altos, CA",,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Gagarin Capital I,"Dec 31, 2016",25000000,,,2500202.5
Blackhorn Ventures,,2017,"Boulder, CO",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Blackhorn Ventures,"Dec 31, 2017",13580000,,,1358201.9
Ekistic Ventures,,2016,"Chicago, Illinois, United States",Ekistic Ventures is a group of urban problem-solvers investing our expertise and capital to make cities more efficient and equitable.,10,13,2,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,,0,0,,,,0,https://www.ekistic.com/,https://www.crunchbase.com/organization/ekistic-ventures-3,204.70000000000002
Cap-Meridian Ventures,,0,"New York, NY",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Liquidated,Meridian Capital International Fund,,0,,,0.0
Collaborative Fund,,2010,"New York, New York, United States",Collaborative Fund is an investment fund that provides funding to companies based on creativity and collaborative consumption.,123,169,19,200,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Craig Shapiro,"Collaboration, Finance, Financial Services",0,0,,,,0,http://www.collaborativefund.com,https://www.crunchbase.com/organization/collaborative-fund,254.10000000000002
BrainStorm Ventures,Duplicate,2015,"San Francisco, CA",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Brainstorm Ventures Mexico Fund,"Jan 1, 2015",3500000,,,350201.6
Chartline Capital Partners,,2014,"Wilmington, DE",,0,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Chartline Capital Navigator Fund,"Feb 26, 2014",16000000,,,1600202.6
First Star Ventures,,2014,"Cambridge, MA",,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Procyon Ventures I,"Jul 1, 2014",10000000,,,1000202.3
645 Ventures,,2014,"New York, NY",,0,51,7,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,,0,2,Closed,"645 Ventures, 645 Ventures II","Aug 23, 2018",48620000,,,4862207.5
Accelerator Ventures,,2013,"San Francisco, CA",,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Accelerator Venture Capital II,"Dec 31, 2013",0,,,202.9
Agile Venture Capital,,2016,"San Francisco, California, United States",Agile Venture Capital is a micro vc based in the San Francisco Bay Area.,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Shuonan Chen,Venture Capital,0,0,,,,0,http://www.agileventurecapital.com/#2,https://www.crunchbase.com/organization/agile-venture-capital,201.8
Crispian Venture Capital,,0,"Plano, TX",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Crispian Venture Capital Fund II,,5000000,,,500000.1
Female Founders Fund,,2014,"New York, New York, United States",Female Founders Fund is an early-stage fund investing in the exponential power of exceptional female talent.,37,57,5,116,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Anu Duggal,"Finance, Financial Services, Venture Capital",0,0,,,,0,http://femalefoundersfund.com,https://www.crunchbase.com/organization/female-founders-fund,223.49999999999997
Blank Slate Ventures,,2011,"Chattanooga, Tennessee, United States",Blank Slate Ventures is a seed fund designed specifically for pre-revenue startups.,16,18,1,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,Venture Capital,0,0,,,,0,http://blankslateventures.com/,https://www.crunchbase.com/organization/blank-slate-ventures,204.8
FluidTheory,,2017,"Murray, Utah, United States","Angel, Seed, Venture Investment Firm",1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Kenny Pratt,,0,0,,,,0,http://fluidtheory.io,https://www.crunchbase.com/organization/fluidtheory,201.9
Building Ventures,,2018,"Boston, MA",,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Building Ventures I,"Dec 6, 2018",53000000,,,5300202.0
Galaxy Digital Assets Fund,,2016,"New York, New York, United States",Galaxy Digital Assets Fund is a multi-strategy investment firm.,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,,,0,https://vc.eos.io/partners/galaxy/,https://www.crunchbase.com/organization/galaxy-digital-assets-fund,201.70000000000002
Bemis Capital,,2018,"Boston, MA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Bemis Capital,"May 17, 2018",2500000,,,250201.8
DeepWork Capital,Duplicate,2015,"Orlando, Florida, United States",DeepWork Capital is an early stage investment firm that focuses on the underserved market of Florida and invests in high growth companies.,17,30,13,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,Venture Capital,0,0,,,,0,http://www.deepworkcapital.com,https://www.crunchbase.com/organization/the-fan-fund,207.8
Camp One Ventures,Duplicate,2012,"Palo Alto, California, United States","Camp One Ventures is a venture capital fund that does investments in early-staged social, mobile, FinTech, and SaaS startups.",44,61,2,6,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Madding King, Robert Claassen",Venture Capital,0,0,,,,0,http://www.camponeventures.com/,https://www.crunchbase.com/organization/camp-one-ventures,213.1
Backstage Capital,Duplicate,2015,"Los Angeles, CA",,0,52,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Backstage Capital Fund,"Dec 31, 2016",5000000,,,500206.6
BAM Ventures,Duplicate,2014,"Los Angeles, CA",,0,52,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Bam Ventures Partners,"Dec 15, 2014",6000000,,,600206.5
Brick & Mortar Ventures,Duplicate,2015,"San Francisco, California, United States","Brick & Mortar Ventures identifies, backs, enables emerging companies developing innovative software hardware solutions for the industries.",28,37,11,30,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Darren Bechtel,"Architecture, Civil Engineering, Construction, Enterprise, Facility Management, Hardware, Software, Venture Capital",0,0,,,,0,http://brickmortar.vc,https://www.crunchbase.com/organization/brick-mortar-vc,212.6
Cobre Capital,,2014,"Scottsdale, AZ",,0,35,0,0,0,0,0.0,0.0,0.0,0.0,4.93,0.0,0.0,0.0,0.0,,,,2016,0,Closed,Tallwave Commercialization Fund I,"Oct 21, 2014",13150000,,,1315204.9
FJ Labs,,2015,"New York, New York, United States",FJ Labs is a stage-agnostic New York-based investment firm with global focus. FJ Labs focuses on marketplaces and consumer facing startups.,236,285,15,21,26,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov-50,Jose Marin,"Consumer, Finance, Financial Services, Marketplace, Mobile, Venture Capital",0,0,,,,0,http://www.fjlabs.com,https://www.crunchbase.com/organization/fj-labs,259.8
"Alaya Capital Partners, Sausalito Ventures",,2017,"Sausalito, CA",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Alaya II,"Dec 31, 2017",20000000,,,2000201.9
1843 Capital,,2018,"Greenwich, CT",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,"1843 Capital Ventures, LP",,8300000,,,830201.8
Spark Labs,,2012,"New York, New York, United States",Spark Labs is the collaborative & growth platform for innovators.,1,1,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Christophe Garnier,"Collaboration, Coworking, Information Technology",0,0,,,,0,http://spark-labs.co,https://www.crunchbase.com/organization/sparklabs-ventures,201.6
Venn Ventures,,2016,"Dallas, TX",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Venn Ventures,"Jan 1, 2016",5000000,,,500201.6
TYLT Ventures,,2014,"Santa Monica, CA",,0,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,TYLT Lab Fund I,"Mar 10, 2014",20000000,,,2000203.7
TenOneTen Ventures,Duplicate,2011,"Los Angeles, California, United States","TenOneTen Ventures, a Los Angeles-based venture firm, invests in start-ups that apply data and technology to disrupt existing industries.",62,83,7,23,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,"Finance, Financial Services, Venture Capital",0,1,,,"Aug 28, 2015",0,http://tenoneten.net,https://www.crunchbase.com/organization/tenoneten-ventures,219.60000000000002
ROKiT Games,,2019,"Los Angeles, CA",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,ROKiT Games Fund,"Jun 11, 2019",50000000,,,5000202.0
R7 Partners,,2014,"Chicago, Illinois, United States",R7 Partners is a venture capital firm that invests in early-stage companies building transformational technologies.,11,13,5,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Ben Buettell, Tyler Engh","Enterprise Software, Finance, Transportation",0,0,Closed,"R7 Partners Fund I, II",,39000000,http://www.r7partners.com,https://www.crunchbase.com/organization/r7-partners,3900205.2
Vertical Venture Partners,,2015,"Menlo Park, California, United States",Vertical Venture Partners is a venture capital firm investing in enterprise technology companies that target specific vertical markets.,18,28,10,11,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov-50,David Schwab,Venture Capital,0,0,,,,0,http://www.vvp.vc,https://www.crunchbase.com/organization/vertical-venture-partners,208.50000000000003
Vayner/RSE,,2014,"New York, NY",,0,76,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Vayner RSE,"Feb 17, 2014",25000000,,,2500208.9
Urban Redevelopment Authority of Pittsburgh,,2010,"Pittsburgh, Pennsylvania, United States",Venture capital fund dedicated to economic development and job creation in the city of Pittsburgh,16,18,0,18,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101-250,,,0,0,,,,0,http://www.ura.org/,https://www.crunchbase.com/organization/urban-redevelopment-authority-of-pittsburgh,206.50000000000003
Seven Peaks Ventures,Duplicate,2013,"Bend, Oregon, United States",Seven Peaks Ventures is an early-stage venture capital fund focused on funding highly scalable software businesses.,29,52,10,20,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Dino Vendetti,"Advertising Platforms, Business Development, Cloud Computing, Enterprise Software, Health Care, Information Technology, Venture Capital",0,0,,,,0,http://sevenpeaksventures.com,https://www.crunchbase.com/organization/seven-peaks-ventures,212.9
Third Kind Venture Capital,Duplicate,2010,"New York, New York, United States",Third Kind Venture Capital is a New York-based venture capital fund focused on early-stage investments.,70,82,4,59,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Shana Fisher,Venture Capital,0,0,,,,0,http://www.3kvc.com,https://www.crunchbase.com/organization/high-line-venture-partners,223.8
Torch Capital,Duplicate,2018,"New York, New York, United States",Torch Capital is an early stage consumer-focused venture capital firm.,20,22,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Jonathan Keidan,"Consumer Goods, E-Commerce, Financial Services, Food and Beverage, Hospitality, Venture Capital",0,0,,,,0,https://torchcapital.vc/,https://www.crunchbase.com/organization/torch-capital,206.7
Ringleader Ventures,,2017,"Chicago, IL",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Oper8 Fund,"Dec 31, 2017",0,,,201.70000000000002
Richmond Global Ventures,Duplicate,2014,"New York, New York, United States",Richmond Global Ventures is a New York-based venture capital firm founded by pioneers in emerging market venture capital,13,16,7,16,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Peter Kellner,Venture Capital,0,0,,,,0,http://www.rglobal.com,https://www.crunchbase.com/organization/richmond-global,206.79999999999998
The W Fund,,2012,"Seattle, WA",,0,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,W Fund,"May 31, 2012",20000000,,,2000203.0
"Yale Entrepreneurial Institute, YEI Innovation Fund",,2013,"New Haven, CT",,0,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,YEI Innovation Fund,"Sep 11, 2013",2500000,,,250203.1
Third Kind Venture Capital,,2017,"New York, NY",,0,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Third Kind Venture Capital I,"Jan 30, 2017",44330000,,,4433203.5
RezVen Partners,,2015,"Irvine, CA",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,RezVen Partners Fund I,"Jun 18, 2015",50000000,,,5000201.6
Wilmot Ventures,,2015,"San Francisco, CA",,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Wilmot Ventures,"Oct 28, 2015",13200000,,,1320201.8
Vestor.IN Partners,,0,"Moscow, Russia",,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Fully Invested,Vestor.IN Fund I,,10000000,,,1000000.6
YBR Capital,,2016,"San Francisco, California, United States",YBR capital is a seed and series - A venture capital firm looking to invest in startup that will lead the next tech revoloution,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"CleanTech, Cloud Computing, FinTech, Machine Learning, Marketing Automation, Mobile",0,0,,,,0,http://www.ybrcapital.com,https://www.crunchbase.com/organization/ybr-capital,201.8
Spider Capital,,2015,"San Francisco, California, United States",We partner with founders to help build dominant enterprise cloud software companies that are reinventing all industries,27,41,13,23,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Michael Neril,"Cloud Computing, Enterprise Software, Venture Capital",0,0,,,,0,http://spidercp.com,https://www.crunchbase.com/organization/spider-capital-partners,212.0
Union Bay Partners,,2011,"Seattle, Washington, United States",Union Bay Partners is a private investment firm seeking growth opportunities with small to mid-sized companies in the Pacific Northwest.,14,17,0,1,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,"Asset Management, Business Development, Financial Services",0,0,,,,0,http://www.unionbaypartners.com,https://www.crunchbase.com/organization/union-bay-partners,204.70000000000002
Relevance Capital,Duplicate,2011,"Tullahoma, Tennessee, United States",Relevance Capital is a venture centric capital formation group that provides entrepreneurs and investors with clear and actionable paths.,7,12,4,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov-50,Cameron Newton,,0,0,,,,0,http://www.relevancecapital.com,https://www.crunchbase.com/organization/relevance-capital,203.9
Sovereign’s Capital,,2012,"Los Gatos, California, United States","Sovereign’s Capital provides growth capital for consumer SaaS, B2B tech, healthcare IT, and med devices.",33,44,10,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,"Health Care, Information Technology, Venture Capital",0,0,,,,0,http://sovereignscapital.com/,https://www.crunchbase.com/organization/sovereign-s-capital,210.80000000000004
